འཕགས་པ་བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Questions of Sāgaramat
བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྒྱ་མཚོ་ཐག་རིང་པོ་དེ་སྲིད་ཅིག་ན་མཆིས་ཤིང་ཆོས་ཀྱི་རྣམ་གྲངས་འདི་ཉན་ལགས་སམ། ||| If the bodhisattva Sāgaramati is so far away, how is he listening to this teaching?”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ཤཱ་རིའི་བུ་ ||| “Śāriputra,” answered the Blessed One,
ཁྱོད་ཇི་ལྟར་ངའི་མདུན་ན་ཆོས་ཀྱི་རྣམ་གྲངས་འདི་ཉན་པ་དེ་བཞིན་དུ་བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྒྱ་མཚོ་ཡང་འཇིག་རྟེན་གྱི་ཁམས་དེ་ན་འདུག་ཅིང་ཆོས་ཀྱི་རྣམ་གྲངས་འདི་ཉན་ཏོ། ། ||| “the bodhisattva Sāgaramati is listening to this Dharma teaching from that world in the same way that you are listening to it in my presence.
ཤཱ་རིའི་བུ་ཁྱོད་ཀྱིས་ཇི་ལྟར་ང་དང་ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་འདི་མཐོང་བདེ་བཞིན་དུ། བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྒྱ་མཚོས་ཀྱང་ང་དང་ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་འདི་མཐོང་ངོ་། ། ||| Śāriputra, the bodhisattva Sāgaramati can see me and the entire assembly just like you can.”
བཅོམ་ལྡན་འདས་ཀྱེ་མའོ་ཅི་ཙམ་དུ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་མངོན་པར་ཤེས་པའི་ཡེ་ཤེས་ཀྱི་སྟོབས་འདི་བསམ་གྱིས་མི་ཁྱབ་སྟེ། ||| “Blessed One, how amazing! The power of the wisdom of bodhisattva great beings’ super-knowledge is unfathomable.
འདི་ལྟར་ཐག་རིང་པོ་དེ་སྲིད་ན་མཆིས་ཀྱང་མིག་གིས་གཟུགས་མཐོང་བ་ལ་སྒྲིབ་པ་མ་མཆིས་ཤིང་རྣ་བས་སྒྲ་ཐོས་པ་ལ་སྒྲིབ་པ་མ་མཆིས་པ་ནི་ངོ་མཚར་ཏོ། ། ||| It is incredible that even from such a distance his eyes can see such forms and his ears can hear such sounds without obscuration.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་རྣམས་ཀྱི་ཡོན་ཏན་གྱི་ཆེ་བ་ཉིད་བསམ་གྱིས་མི་ཁྱབ་པ་འདི་ཐོས་ནས་སུ་ཞིག་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་མི་བསྐྱེད། ||| Blessed One, how could anyone who hears of the unfathomable greatness of the qualities of bodhisattva great beings not develop the mind directed toward unsurpassed and perfect awakening?”
གནས་བརྟན་ཤཱ་རིའི་བུས་བསྟན་པ་འདི་བཤད་པའི་ཚེ་ལྷའི་བུ་ཉི་ཁྲི་བཞི་སྟོང་གིས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་དོ། ། ||| When the elder Śāriputra made this observation, forty-two thousand gods developed the mind directed toward unsurpassed and perfect awakening.
དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བློ་གྲོས་རྒྱ་མཚོ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བགྲང་བ་ལས་འདས་པ་དག་གིས་ཀུན་ནས་བསྐོར་ཏེ་མདུན་དུ་བདར་ནས་ལྷན་ཅིག་ཏུ། བཅོམ་ལྡན་འདས་རྒྱ་མཚོའི་མཆོག་མངའ་བའི་བློས་རྣམ་པར་རོལ་པ་མངོན་པར་འཕགས་པའི་མངོན་པར་མཁྱེན་པའི་དེ་བཞིན་གཤེགས་པ་དེ་ལ་གསོལ་ནསབཅོམ་ལྡན་འདས་དེས་གནང་སྟེ། ||| At this point, the bodhisattva great being Sāgaramati, accompanied and attended on by countless other bodhisattva great beings, requested permission to take leave from the thus-gone Master of the Ocean with Noble and Playful Super-knowledge, which that blessed one granted him.
སངས་རྒྱས་རྣམ་པར་རོལ་པའི་རྫུ་འཕྲུལ་གྱི་རྐང་པ་རྣམས་དང་། མངོན་པར་འདུ་བྱ་བ་མེད་པའི་རྫུ་འཕྲུལ་དང་། སེམས་གཅིག་གིས་ཐོབ་པའི་དྲན་པས་མིག་ཕྱེ་བ་ཙམ་གྱིས་འཇིག་རྟེན་གྱི་ཁམས་ཡོན་ཏན་རིན་པོ་ཆེའི་དྲི་མ་དང་བྲལ་བ་དཔག་ཏུ་མེད་པ་བཀོད་པས་བརྒྱན་པ་དེ་ནས་མི་སྣང་བར་གྱུར་ནསའཇིག་རྟེན་གྱི་ཁམས་མི་མཇེད་འདིར་ཕྱིན་ཏེ། རིན་པོ་ཆེ་བཀོད་པའི་འཁོར་གྱི་ཁྱམས་ཀྱི་གཞི་ལས་ཐལ་ནས་ཤིང་ཏ་ལ་བདུན་ཙམ་དུ་མངོན་པར་འཕགས་ཏེ་ ||| Then, in the blink of an eye, through the Buddha’s playfully engaging in the bases of miracles, his unconditioned miracles, and the mindfulness attained by a one-pointed mind, they disappeared from the world Adorned with Immaculate and Countless Precious Qualities and arrived at the Sahā world.
པད་མའི་སྙིང་པོ་ལ་འདུག་པར་ཀུན་ཏུ་སྣང་ངོ་། །དེ་ལས་གཞན་པའི་པད་མའི་སྙིང་པོ་རྣམས་ལ་ཡང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་དེ་དག་འཁོད་པར་ཀུན་ཏུ་སྣང་ངོ་། །འོག་གི་ཕྱོགས་ཀྱི་སངས་རྒྱས་ཀྱི་ཞིང་ཚད་མེད་གྲངས་མེད་པ་དག་ནས་ ||| He appeared in the heart of a lotus elevated to the height of seven palm trees above the base of the jeweled pavilion.
ཀྱང་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་ཤིན་ཏུ་གྲངས་མེད་དཔག་ཏུ་མེད་པ་དག་ཆོས་ཉན་པའི་ཕྱིར་ ||| The other bodhisattva great beings also appeared arrayed in the hearts of the lotuses.
བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བློ་གྲོས་རྒྱ་མཚོའི་ཕྱི་བཞིན་དུ་འབྲང་བར་གྱུར་ཏོ། ། ||| More and more countless and immeasurable numbers of bodhisattva great beings followed the bodhisattva great being Sāgaramati from other countless buddha realms in the lower direction to hear the Dharma.
དེ་ནས་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ནས་འདུས་པའི་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་པད་མ་ལ་འཁོད་པ་དག་གིས་རིན་པོ་ཆེ་བཀོད་པའི་འཁོར་གྱི་ཁྱམས་ཤིན་ཏུ་རྒྱས་པས་མཛེས་ཏེ། ལྷམ་མེ། ལྷན་ནེ། ལྷང་ངེའོ། ། ||| These bodhisattva great beings gathered from worlds throughout the ten directions and arrayed themselves on the lotuses. They beautified the jeweled pavilion to a great degree as they shimmered, glimmered, and glittered.
དེ་ན་ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་དེ་ངོ་མཚར་དུ་གྱུར་ཏེ། ||| The entire assembly was astonished.
དགའ་བ་དང་། དང་བ་དང་། རབ་ཏུ་དགའ་བ་ཐོབ་ནས་ཐལ་མོ་སྦྱར་ཏེ། བྱང་ཆུབ་སེམས་དཔའ་དེ་དག་ལ་ཕྱག་འཚལ་ཏོ། ། ||| They joined their palms together in joy, faith, and happiness and prostrated to these bodhisattvas.
དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་བློ་གྲོས་རྒྱ་མཚོས་འཇིག་རྟེན་གྱི་ཁམས་ཡོན་ཏན་རིན་པོ་ཆེ་དྲི་མ་དང་བྲལ་བ་དཔག་ཏུ་མེད་པ་བཀོད་པས་བརྒྱན་པ་ན་ཡོད་པའི་མེ་ཏོག་མྱ་ངན་མེད་ཅིང་ཡིད་དུ་འོང་བ་མཐོང་ན་དགའ་བ་ཞེས་བྱ་བ་ ||| Then, in an act of veneration, the bodhisattva great being Sāgaramati caused a great rain of flowers to fall in front of the Blessed One. The flowers, which were from the world Adorned with Immaculate and Countless Precious Qualities, were known as “delightful, pleasing, and lovely to behold.”
འདབ་མ་བྱེ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་དུ་མ་དང་ལྡན་པ། ཚད་རྒྱང་གྲགས་ཀྱི་ཁྱོན་ཙམ་ཡོད་པ་དེ་བཞིན་གཤེགས་པ་ལ་མཆོད་པར་འོས་པ། ||| They were replete with trillions of petals, a full mile across, and worthy of offering to a thus-gone one.
བྱང་ཆུབ་སེམས་དཔའི་བསམ་པས་རྣམ་པར་དག་པ་སྔོན་གྱི་དགེ་བའི་རྩ་བས་ཡོངས་སུ་སྦྱངས་པ། ||| The rain was the product of the bodhisattva’s pure intentions and purified by previous roots of virtue.
རྣམ་པར་བཀྲ་བ། མིག་ཏུ་སྡུག་པ། འཁོར་ཐམས་ཅད་ཚིམ་པར་བྱེད་པ་ཀུན་ནས་འོད་དང་ལྡན་པ་ཀུན་ནས་ཤིན་ཏུ་ཡིད་དུ་འོང་བའི་དྲི་དང་ལྡན་པའི་མེ་ཏོག་དེ་འདྲ་བ་དག་མཆོད་པའི་ལས་ཀྱི་ཕྱིར་བཅོམ་ལྡན་འདས་ཀྱི་སྤྱན་སྔར་མེ་ཏོག་གི་ཆར་ཆེན་པོ་མངོན་པར་ཕབ་སྟེམེ་ཏོག་གི་ཆར་དེས་རིན་པོ་ཆེ་བཀོད་པའི་འཁོར་གྱི་ཁྱམས་སུ་མི་བདུན་གྱི་འཕང་ཙམ་གྱི་མེ་ཏོག་དགྲམ་པ་བཀྲམ་པར་གྱུར་ཏོ། ། ||| The flowers were brilliant, beautiful, luminous, and had the most incredibly pleasing aroma, satisfying the entire assembly. The rain of flowers filled the jeweled pavilion to the depth of seven body lengths.
རབ་ཏུ་དབེན་པའི་བསམ་གཏན་གྱི་ཟས་ཞེས་བྱ་བའི་སིལ་སྙན་ཡང་བསྒྲགས་ཏེ། སིལ་སྙན་གྱི་སྒྲ་དེས་ཐམས་ཅད་དང་ལྡན་པའི་འཁོར་དེ་བསམ་གཏན་ལ་སྙོམས་པར་ཞུགས་པ་བཞིན་དུ་བདག་བདེ་བས་ཚིམ་པར་ཤེས་སོ། ། ||| The cymbals called “sustenance of isolated concentration” also resounded, causing the entire assembly to experience a satisfying bliss while resting in concentration.
