འཕགས་པ་བསྐལ་པ་བཟང་པོ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Good Eon
ངག་དག་པར་བྱེད་དོ། ། ||| purifying the speech,
སེམས་དག་པར་བྱེད་དོ། ། ||| and purifying the mind.
ཕན་པར་འདོད་པ་ཉིད་དོ། ། ||| It is the wish to benefit.
བྱམས་པའི་སེམས་དང་ལྡན་པ་ཉིད་དོ། ། ||| It is being endowed with love,
སྙིང་རྗེ་ཉིད་མི་སྤོང་བའོ། ། ||| not relinquishing compassion,
འདོད་པ་དག་ལ་དོན་དུ་མི་གཉེར་བ་ཉིད་དོ། ། ||| not pursuing pleasures,
ཆོས་དོན་དུ་གཉེར་བ་ཉིད་དོ། ། ||| pursuing the Dharma,
དད་པ་ཆུད་ཟ་བར་མི་བྱེད་པའོ། ། ||| ensuring that faith is not wasted,
རང་གིས་དམ་བཅས་པ་ཀུན་ཏུ་སྤྱོད་པ་ཉིད་དོ། ། ||| and practicing in accordance with one’s pledges.
ངེས་པའི་ཚིག་ལ་མཁས་པའོ། ། ||| It is being expert regarding language.
སེམས་ཅན་སྒྲོལ་བའོ། ། ||| It is liberating sentient beings,
ཅང་ཤེས་ཀྱི་ལས་ཅན་ནོ། ། ||| practicing well-considered deeds,
ལུས་ལ་མི་བརྐམ་པ་ཉིད་དོ། ། ||| not having bodily cravings,
སེམས་རྒྱུ་བ་མེད་པ་ཉིད་དོ། ། ||| and having an unwavering mind.
སྡུག་བསྔལ་དང་ལྡན་པ་རྣམས་ལ་ཚིམ་པར་བྱེད་པ་ཉིད་དོ། ། ||| It is easing those in pain,
བདེ་བ་དང་ལྡན་པ་རྣམས་ལ་གཟེངས་སྟོད་པའོ། ། ||| ennobling the happy,
བག་མེད་པ་རྣམས་ལ་འདོམས་པའོ། ། ||| restraining the careless,
བརྩོན་པ་རྣམས་ལ་འཆོས་པའོ། ། ||| improving the diligent,
ཆོས་ལ་འགྱོད་པ་དག་སེལ་བ་ཉིད་དོ། ། ||| dispelling regrets regarding the Dharma,
སེམས་ཅན་གྱི་འདུ་ཤེས་ལ་མི་གནས་པའོ། ། ||| not harboring preconceptions regarding sentient beings,
དངོས་པོའི་འདུ་ཤེས་ཀྱིས་རྟོག་པ་མེད་པའོ། ། ||| not harboring preconceptions regarding entities,
འཛིན་པ་ཡོངས་སུ་གཅོད་པའོ། ། ||| cutting through grasping,
མཚན་མ་རྣམ་པར་འཇིག་པ་ཉིད་དོ། ། ||| and demolishing attributes.
མཉམ་པར་གཞག་པ་ལ་གཡོ་བ་མེད་པའོ། ། ||| It is immutable equipoise,
རྟག་ཏུ་ཡེ་ཤེས་འཚོལ་བའོ། ། ||| the constant pursuit of wisdom,
འཇིག་རྟེན་པའི་གཏམ་རྣམ་པར་སྤོང་བ་ཉིད་དོ། ། ||| giving up mundane conversation,
འཇིག་རྟེན་ལས་འདས་པའི་གཏམ་འཚོལ་བ་ཉིད་དོ། ། ||| seeking supramundane conversation,
དྲན་པ་ཉམས་པ་མེད་པ་ཉིད་དོ། ། ||| impeccable mindfulness,
ཆོས་རྣམས་ལ་བརྗོད་པ་མེད་པ་ཉིད་དོ། ། ||| and freedom from discussing phenomena.
ཇི་ལྟར་བྱ་བ་བཞིན་དུ་འཇུག་པའོ། ། ||| It is correct engagement in actions,
སྤྱོད་པ་སྒྲུབ་པའོ། ། ||| accomplishment in conduct,
འཇིག་རྟེན་ཤེས་པ་ཉིད་དོ། ། ||| knowledge of the world,
ལས་ལ་མངོན་པར་ཡིད་ཆེས་པ་ཉིད་དོ། ། ||| and firm conviction in karma.
མ་དད་པ་ཡོངས་སུ་སྤོང་བ་ཉིད་དོ། ། ||| It is giving up lack of faith,
མོས་པ་མང་བ་ཉིད་དོ། ། ||| being highly motivated,
སངས་རྒྱས་ཡིད་ལ་བྱེད་པའོ། ། ||| setting one’s mind on buddhas,
འཕེལ་བ་སྟོན་པའོ། ། ||| teaching flourishing,
བསོད་ནམས་ཀྱི་རྗེས་སུ་ཡི་རང་བ་ཉིད་དོ། ། ||| rejoicing in merits,
སངས་རྒྱས་ལ་གསོལ་བ་འདེབས་པ་ཉིད་དོ། ། ||| supplicating the buddhas,
སྦྱིན་གནས་ལ་ཕྱག་འཚལ་བ་ཉིད་དོ། ། ||| paying homage to those worthy of offerings,
བསྔགས་པ་བརྗོད་པ་ཉིད་དོ། ། ||| and expressing praise.
ང་རྒྱལ་མེད་པ་ཉིད་དོ། ། ||| “It is being free from pride,
དགེ་བའི་རྩ་བས་ངོམས་པ་མེད་པ་ཉིད་དོ། ། ||| being insatiable regarding roots of virtue,
སྦྱོར་བས་རྟག་ཏུ་མངོན་པར་བརྩོན་པའོ། ། ||| being constantly diligent,
བསྒྲུབ་པ་མི་སྤོང་ཞིང་རྫོགས་པར་བྱེད་པ་ཉིད་དོ། ། ||| not giving up on one’s pursuits but ensuring their completion,
རྒྱུ་རྐྱེན་གྱི་ལས་བྱ་བ་ལ་འཇིག་རྟེན་ན་རྒྱ་ཆེ་བའོ། ། ||| being magnanimous in the world with respect to deeds performed according to causes and conditions,
བཅས་པ་མི་འདྲལ་བའོ། ། ||| and not forsaking the requisites.
གཞི་གཅིག་ཏུ་མི་འཇོག་པ་ཉིད་དོ། ། ||| It is not postulating a single metaphysical ground
འདི་ཁོ་ན་བདེན་ནོ་ཞེས་མངོན་པར་ཞེན་པ་མེད་པའོ། ། ||| and not clinging to the idea that ‘this alone is true.’
འདོད་པའི་ཁམས་ལ་ཁྱིམ་མོ་ཞེས་བརྗོད་པ་མི་འཇུག་པའོ། ། ||| It is never calling the desire realm ‘home,’
གཟུགས་ཀྱི་ཁམས་ལ་མངོན་པར་ཞེན་པ་མེད་པའོ། ། ||| not clinging to the form realm,
གཟུགས་མེད་པའི་ཁམས་ཀྱི་རང་བཞིན་མ་ཡིན་པའོ། ། ||| not being of the nature of the formless realm,
ཇི་ལྟར་མངོན་པར་འདུ་བྱེད་པའི་འབྲས་བུ་ལ་མངོན་པར་ཡིད་ཆེས་པ་ཉིད་དོ། ། ||| and having firm conviction about how results manifest in accordance with their conditioning.
ཡོ་བྱད་ལ་བགོ་བཤའ་བྱེད་ཅིང་སེམས་མཉམ་པ་ཉིད་དོ། ། ||| It is sharing one’s own means and being impartial,
སེམས་ཅན་ཐམས་ཅད་ལ་གཡོས་མི་སྟོན་པ་ཉིད་དོ། ། ||| never tricking any being,
སངས་རྒྱས་རྣམས་ལ་མི་སླུ་བ་ཉིད་དོ། ། ||| not being deceptive regarding the buddhas,
བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ལ་རྣམ་པར་ཐོ་མི་འཚམས་པའོ། ། ||| not disparaging bodhisattvas,
བསྟན་པ་ལ་ངན་དུ་མི་བརྗོད་པ་ཉིད་དོ། ། ||| and not speaking badly about the teachings.
རིགས་པ་དང་ལྡན་པ་དང་རིགས་པ་དང་ལྡན་པ་མ་ཡིན་པ་ལ་ཞེ་སྡང་མེད་པའོ། ། ||| “It is harboring no anger toward the rational or irrational,
ཕ་རོལ་གྱི་སྡེ་རྙེད་པ་ལ་མི་གནས་པའོ། ། ||| not relying on the wealth of other groups,
བསམ་པ་རྫོགས་པར་བྱ་བ་མི་སྤོང་བའོ། ། ||| never failing to fulfill wishes,
ང་རྒྱལ་སྤོང་བའོ། ། ||| giving up pride,
ཁོང་ཁྲོ་བ་སྤོང་བའོ། ། ||| giving up anger,
གཏི་མུག་ཡང་དག་པར་འཇོམས་པའོ། ། ||| and conquering ignorance.
རྙེད་པ་ལ་ཀུན་ཏུ་མི་སྤྱོད་པའོ། ། ||| It is not enjoying wealth,
ངན་ངོན་ཙམ་གྱིས་ཆོག་ཤེས་པའོ། ། ||| being content with bare necessities,
ཤེས་ཀྱི་ཁེ་སྤོང་བའོ། ། ||| abandoning worldly pursuits,
མ་རྙེད་པ་ལ་མི་དགའ་བ་མེད་པའོ། ། ||| not being displeased with not getting wealth,
རྙེད་པས་ཁེངས་པ་མེད་པའོ། ། ||| not becoming conceited at getting wealth,
ཅི་རྙེད་པ་ལ་བགོ་བཤའི་ངང་ཚུལ་ཅན་ཉིད་དོ། ། ||| sharing whatever one obtains,
སྩོགས་པར་མི་བྱེད་པ་ཉིད་དོ། ། ||| and not hoarding.
མི་སྙན་པར་ཟེར་བ་དང་དུ་ལེན་པ་ཉིད་དོ། ། ||| It is accepting negative words from others,
ཚིག་བསྲུང་བའོ། ། ||| guarding one’s words,
བློ་གསལ་བར་བྱེད་པའོ། ། ||| being clear minded,
རིགས་པ་དང་ལྡན་པ་ལ་སྐུལ་མ་འདེབས་པའོ། ། ||| encouraging those who are rational,
རིགས་པ་དང་ལྡན་པ་མ་ཡིན་པ་ལ་མི་རྟེན་པའོ། ། ||| not following those who are irrational,
ཕྱིར་ཞིང་འདྲི་བའོ། ། ||| and practicing sustained inquiry.
ནང་དུ་ཡང་དག་འཇོག་མི་སྤོང་བའོ། ། ||| It is not giving up meditative seclusion,
དགོན་པ་ཡོངས་སུ་མི་གཏོང་བའོ། ། ||| not leaving the wilderness,
རྟག་ཏུ་སྦྱངས་པའི་ཡོན་ཏན་ལ་གནས་པའོ། ། ||| always practicing the ascetic virtues,
སྟོང་པ་ཉིད་ལ་མོས་པའོ། ། ||| being inspired by emptiness,
དངོས་པོས་ཡོངས་སུ་ཚིམ་པ་མ་ཡིན་པའོ། ། ||| not being satisfied with things,
ཕུང་པོ་ལ་མི་གནས་པའོ། ། ||| not fixating on the aggregates,
ཁམས་རྣམས་འདུལ་བའོ། ། ||| subduing the elements,
སྐྱེ་མཆེད་ལ་མི་དམིགས་པ་ཉིད་དོ། ། ||| not reifying the sense sources,
ཡུལ་ལ་མི་སྟོན་པའོ། ། ||| not revering objects,
ཕྱིན་ཅི་ལོག་སྤོང་བའོ། ། ||| giving up error,
སེམས་བརྟན་པོར་བསྒྲུབ་པའོ། ། ||| attaining mental stability,
འཕགས་པའི་གནས་པའོ། ། ||| abiding in the abodes of the noble ones,
སེམས་ལ་བརྐམ་ཆགས་མེད་པ་ཉིད་དོ། ། ||| having a mind free from craving and yearning,
སྦྱིན་གནས་ཀྱི་ས་ཐོབ་པ་ཉིད་དོ། ། ||| attaining the level of being worthy of offerings,
